Título|Fecha|Buesqueda por:
Modelo Hidrogeológico del área de Inírida. Escala 1:50.000. Versión año 2015. Producto|Fecha: 01/12/2015|Hidrogeología
Microzonificación sísmica de Santafé de Bogotá. Versión año 1997.|Fecha: 01/08/1997|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-12. Escala 1:500.000. Versión año 2011. Producto|Fecha: 01/06/2010|Hidrogeología
Estudio de la contaminación de acuíferos en la Isla de San Andres - Perforación y construcción de la red de piezómetros del sur de la Isla de San Andres. Informe 2306|Fecha: 01/12/1998|Hidrogeología
Antecedentes sobre la perforación, construcción del pozo 227-IV-D-103 y resultados de las pruebas de bombeo, Bogotá, Cundinamarca.-|Fecha: 01/10/2000|Hidrogeología
Campaña del Inventario de Puntos de Agua en la Cuenca del Río Subachoque.|Fecha: 01/09/2002|Hidrogeología
Posibilidades Geohidrológicas para la Construcción de un acueducto de Aguas Subterráneas en Sincelejo y algunas observaciones en Corozal y Tolú. Departamento de Sucre. Versión año 1953. Informe 943. Producto|Fecha: 01/09/1953|Hidrogeología
Acuíferos del Valle del Magdalena, Valle del cauca, Costa Atlántica, Cordillera Oriental y Cordillera Central.|Fecha: 01/11/2003|Hidrogeología
Proyecto Tibasosa-|Fecha: 01/09/1986|Hidrogeología
Columna Litologica - Registro Gamma Diametro de Diseno de Pozo 24 Malambo - Pozo 23 San Juan de Tocagua - Pozo 24 Manatí. Versión año 1985.|Fecha: 01/08/1985|Hidrogeología
Aspectos hidrogeológicos del pozo Lérida Ciudad Regional Resurgir No. 033 de 1986. Año 1987. Informe 2014|Fecha: 01/01/1987|Hidrogeología
Estudio hidrogeológico para el municipio de Nobsa. Año 1986. Informe 2017|Fecha: 01/12/1986|Hidrogeología
Estudio hidrogeológico del área CAFAM - Melgar, Tolima. Año 1989|Fecha: 01/06/1989|Hidrogeología
Investigación sobre Aguas Subterráneas para Abastecer el Municipio de Tipacoque, Boyacá. Versión año 1970. Informe 1564. Producto|Fecha: 01/10/1970|Hidrogeología
Las Pruebas de Bombeo de Agosto a Septiembre de 1980, en el Pozo 88 III D-112. Mosquito 3. Proyecto Estudio Hidrogeológico para el Abastecimiento de Agua en la Zona de Cúcuta. Versión año 1981. Informe 1835. Producto|Fecha: 01/02/1981|Hidrogeología
Recuperación de los Pozos 1, 2, 3 y 5 de Alto Charco y El Rodeo, Municipios de Sibaté y Soacha, Cundinamarca. Convenio Interadministrativo No. 019-93 INGEOMINAS y No. 5948 - E.E.B. Versión año 1994. Producto|Fecha: 01/08/1994|Hidrogeología
Estudio Geoeléctrico Cabildo Coyarco Municipio de Coyaima-Tolima. -Exploración y Evaluación de Aguas Subterráneas-|Fecha: 01/07/2000|Hidrogeología
Construcción del Pozo 283-I-C-Coyarco 1. Capítulo de Hidráulica. Año 2001|Fecha: 01/07/2001|Hidrogeología
Resultados de la perforación, construcción y análisis del pozo 190- III-B- 021 Susa, municipio de Susa, Cundinamarca. Año 2000|Fecha: 01/05/2000|Hidrogeología
Consideraciones sobre las aguas subterráneas en Colombia y sus posibilidades de explotación.|Fecha: 01/10/1997|Hidrogeología
Estudio Hidrogeológico de Cúcuta, Bogotá, diciembre 1979 y marzo 1980. Informe Sobre las Pruebas de Bombeo en el Pozo 88 III D-110. La Libertad. Versión año 1980. Informe 1819. Producto|Fecha: 01/05/1980|Hidrogeología
Simulación Matemática del Acuífero Fluvio-Deltáico en el Sector de El Mosquito, Área Urbana de Cúcuta. Versión año 1981. Informe 1834. Producto|Fecha: 01/11/1981|Hidrogeología
Informe Sobre las Pruebas de Bombeo en el Pozo 99-I-B-30 Villa del Rosario 1A. Proyecto Estudio Hidrogeológico para el Abastecimiento de Agua en la Zona de Cúcuta. Versión año 1981. Informe 1836. Producto|Fecha: 01/05/1981|Hidrogeología
Estudio Hidrogeológico del Valle de Tibasosa, Boyacá. Versión año 1985. Informe 1956. Producto|Fecha: 01/09/1985|Hidrogeología
Informe sobre las pruebas de bombeo en el pozo 17 III C-34(Pozo Saco).Versión año 1985.|Fecha: 01/06/1985|Hidrogeología
Análisis de los resultados obtenidos en la construcción del pozo IV B - 343, Tibaitatá 1. Año 1987. Informe 2026|Fecha: 01/03/1987|Hidrogeología
Construcción del pozo 52 II A-1 El Perico en la Granja Experimental de la Universidad de Sucre. Año 1989. Informe 2086|Fecha: 31/05/1989|Hidrogeología
Perforación, construcción y resultados del pozo Potrero Grande, Municipio de Soacha, Departamento de Cundinamarca. Año 1996. Informe 2234|Fecha: 01/12/1996|Hidrogeología
Informe técnico limpieza y mantenimiento de los pozos 8, 9 y 10 del acueducto del Carmen de Bolivar, Campo de pozos Ovejas. Año 1996. Informe 2271|Fecha: 01/09/1996|Hidrogeología
Análisis de los resultados obtenidos en la construcción del pozo 8 III C-26 El Agujero - campo de pozos de Riohacha. Año 1989. Informe 2101|Fecha: 01/10/1989|Hidrogeología
Posibilidades para abastecer con agua subterránea la vereda Río Neiva, Huila. Año 1971. Informe 1593|Fecha: 01/07/1971|Hidrogeología
Síntesis del estudio Hidrogeológico para el abastecimiento de agua en la zona de Cúcuta. Versión año 1982. Informe 1863. Producto|Fecha: 31/03/1982|Hidrogeología
Inventario de Datos Hidrogeológicos en La Zona Centro Occidental de La Sabana de Bogotá. Versión año 1986. Informe 1952. Producto|Fecha: 01/01/1986|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-1. Producto Cajicá.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-2. Producto Cota.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-3. Producto Chía.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-4. Producto Facatativá.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-5. Producto Funza.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-6. Producto Gachancipá.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-7. Producto Madrid.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico de la cuenca del río El Hato con fines a la evaluación del potencial de las reservas de aguas subterráneas. Año 1979. Informe 1782|Fecha: 01/08/1979|Hidrogeología
Análisis de los resultados obtenidos en la construcción del pozo 8 III C-25, Riohacha. Año 1986. Informe 2004|Fecha: 01/08/1986|Hidrogeología
Balances hídricos en la zona suroccidental de la Sabana de Bogotá con énfasis en la hidrología subterránea: Proyecto PIC 2. Año 1987. Informe 2022|Fecha: 01/02/1987|Hidrogeología
Informe recopilación geofísica de sondeos eléctricos verticales SEV. Plancha 5-13 y 5-14. Atlas de aguas subterráneas de Colombia. Año 2001|Fecha: 01/07/2001|Hidrogeología
Estudio sobre las necesidades de agua potable en el Departamento del Atlántico y parte Norte del Departamento de Bolívar. Año 1980. Informe 1847|Fecha: 01/11/1980|Hidrogeología
Mapa de Áreas con Posibilidades de Explotación de Aguas Subterraneas en Colombia.-|Fecha: 01/01/1999|Hidrogeología
Estudio Hidrogeológico de Colombia. Versión año 1986.|Fecha: 01/12/1986|Hidrogeología
"Potencial Hidrogeológico de los Municipios Clasificado con Alto Grado de Vulnerabilidad al Fenómeno Cálido del Pacífico ""El Niño"""|Fecha: 01/04/2002|Hidrogeología
Estudio Geoeléctrico. Municipios de San Juan del Cesar, Villanueva y Urumita, Departamento de la Guajira-|Fecha: 01/03/1990|Hidrogeología
Proyecto Investigación Hidrogeológica entre las Poblaciones de Plato y Sitio Nuevo - Magdalena. -|Fecha: 01/08/1990|Hidrogeología
Exploración del recurso hídrico subterráneo en el sur del departamento del Tolima. Año 1996|Fecha: 01/08/1996|Hidrogeología
Estudio Hidrogeológico de Aguas Subterráneas en el Departamento de Sucre.|Fecha: 01/06/2000|Hidrogeología
Exploración de Aguas Subterráneas en los Departamentos de Córdoba y Sucre|Fecha: 01/12/2000|Hidrogeología
Estudio hidrogeológico de la Media y Baja Guajira|Fecha: 31/08/1983|Hidrogeología
Plan de investigaciones para el desarrollo sostenible de los recursos hídricos subterráneos en la Sabana de Bogotá. Año 1997|Fecha: 01/09/1997|Hidrogeología
Mapa Hidrogeológico. Estudio Hidrogeológico de los Valles de Ubaté y Chiquinquirá. Escala 1:50.000. Versión año 1981. Informe 1852. Producto|Fecha: 01/08/1981|Hidrogeología
Estudio hidrogeológico del acuífero de Morroa - Evaluación hidrogeológica del acuífero de Morroa. Departamento de Sucre. Año 1993. Informe 2227|Fecha: 01/02/1993|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Sector Usme. Año 1996- Mapa|Fecha: 01/08/1996|Hidrogeología
Plan de manejo del campo de pozos del acueducto de San Andrés. Año 1998. Informe 2311|Fecha: 01/07/1998|Hidrogeología
Estudio Geoeléctrico del Departamento de Sucre. Producto. Año 1999|Fecha: 01/08/1999|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-8. Producto Mosquera.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-9. Producto Soacha.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-10. Producto Sopo.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-11. Producto Tocancipá.|Fecha: 01/08/1996|Hidrogeología
Estudio hidrogeológico en la periferia de Santafé de Bogotá y en Algunas Poblaciones Cercanas para Abastecimiento de Agua. Municipios: Cajicá, Cota, Chía, Facatativá, Funza, Gachancipá, Madrid, Mosquera, Soacha, Sopó, Tocancipá, Zipaquirá. Año 1996 Informe 2275-12. Producto Zipaquira.|Fecha: 01/08/1996|Hidrogeología
Estudio geológico de la parte Noroccidental de la Sabana de Bogotá. Año 1975. Informe 1670|Fecha: 01/12/1975|Hidrogeología
Informe Técnico, Modelo Geológico-Geofísico para el Área Metropolitana de Bucaramanga: Proyecto Evaluación del Agua Subterránea en el Área Metropolitana de Bucaramanga, Santander. Versión año 2004.|Fecha: 01/03/2004|Hidrogeología
Investigación Geológica e Hidrogeológica en La Zona Piloto de Maní, Departamento de Casanare. Acuerdo Específico No. 015 de 2007. Versión año 2007. Producto|Fecha: 01/12/2007|Hidrogeología
Proyecto de Evaluación y Exploración de Aguas Subterráneas - Informe Final - Caracterización Geoeléctrica de la Plancha 5-06|Fecha: 31/07/2004|Hidrogeología
Manifestaciones Geotérmicas (Fuentes de Aguas Termales)- Fig 2.-|Fecha: 02/02/1900|Hidrogeología
Mapa Hidrogeológico Parámetro D -Plancha 506-|Fecha: 01/12/2003|Hidrogeología
Zonificación Climática (Sistema de Clasificación Thozhthwaite) - Plancha 5-04|Fecha: 31/12/2002|Hidrogeología
Evaluación Hidrogeológica entre los Municipios de Caucasia y Cáceres. Documento|Fecha: 01/07/2003|Hidrogeología
Mapa Geológico y Localización de Pozos, Aljibes y Manantiales Corregimiento de Tocamochito. Departamento de Bolívar. Plancha No 1. Versión año 1988.Informe 2090. Producto|Fecha: 01/12/1988|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 55 III C-22 El Banco, Magdalena|Fecha: 01/12/1989|Hidrogeología
Estudio Hidrogeológico del Flanco Nororiental de la Serranía de San Jacinto y de La Zona Litoral del Golfo de Morrosquillo. Tomo III Hidrogeología. Convenio entre La República de Colombia y El Reino de Países Bajos. Versión año 1981. Producto|Fecha: 01/03/1981|Hidrogeología
Proyecto de Manejo Integrado y Sostenible de Recursos Hidricos Subterráneos en Ameríca Latina RLA-8-301. -Informe Ejecutivo-|Fecha: 01/01/2004|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 24 II B-20 Remolino, Magdalena. Versión año 1992. Producto|Fecha: 01/06/1992|Hidrogeología
Informe Sobre las Pruebas de Bombeo en el Pozo 88 III D-112, El Mosquito. Estudio Hidrogeológico de Cúcuta. Versión año 1980. Informe 1820. Producto|Fecha: 01/05/1980|Hidrogeología
Observaciones hidrogeológicas en la granja agropecuaria en Girardot, Cundinamarca.|Fecha: 11/03/1958|Hidrogeología
Informe sobre las obras de captación de las fuentes del Club los Lagartos. Escala 1:100. Versión año 1945.Informe 620. Producto|Fecha: 30/11/1945|Hidrogeología
Sobre Posibilidades de Agua Subterránea en Río Paila Departamento del Cauca. Versión año 1951. Informe 771. Producto|Fecha: 31/07/1951|Hidrogeología
Consideraciones hidrogeológicas para la captación de aguas subterráneas en Nariño. Departamento de Cundinamarca. Versión año 1954. Informe 1038. Producto|Fecha: 24/07/1954|Hidrogeología
Abastecimiento de la hacienda Tibitó con agua potable y con agua para irrigación y abrevaderos, Municipio de Tocancipá, Cundinamarca. Versión año 1952. Informe 832. Producto|Fecha: 01/04/1952|Hidrogeología
Aguas subterráneas en Ciénaga de Oro. Departamento de Córdoba. Versión año 1954. Informe 1022. Producto|Fecha: 01/05/1954|Hidrogeología
Estudio de Optimizacion de la Exploracion Geologica en el Area de San Luis Departamento de Santander|Fecha: 01/08/1996|Hidrogeología
Ideas y Proposiciones Sobre La Cuestión del Abastecimiento de Agua en La Agricultura, Urbanización e Industria. Versión año 1949. Informe 687. Producto|Fecha: 01/11/1949|Hidrogeología
Aplicación de Técnicas Isotópicas en Estudios de Aguas Subterráneas. Frente: Sabana de Bogotá. Informe año de 1999.|Fecha: 01/03/2000|Hidrogeología
"Pozo construido en Uribia por Winstn incorporated Nombrado ""Ospina"" comenzado el 24 de Julio y terminado el 13 de Agosto de 1953 - Dibujo No 1."|Fecha: 01/03/1969|Hidrogeología
Agua subterránea en la vereda de Miña, Municipio de Guachetá, Cundinamarca. Escala 1:25.000. Versión año 1952. Informe 882. Producto|Fecha: 01/11/1952|Hidrogeología
Informe de Inventario de Información Hidrogeológica Existente en Ingeominas (Diseño, Construcción y Pruebas de Bombeo). - Subsistema de Información Hidrogeológica-|Fecha: 01/04/2002|Hidrogeología
Reconocimiento Geológico en el departamento de Cundinamarca, Via Bogota - Chiquinquirá|Fecha: 01/12/1959|Hidrogeología
Informe Hidrogeológico de Cúcuta. Proyecto Estudio Hidrogeológico para el Abastecimiento de Agua en la Zona de Cúcuta. Boletín Geológico ISSN – 0120 – 1425. Volumen 25. No. 3. Versión año 1982. Informe 1825. Boletín|Fecha: 01/01/1982|Hidrogeología
Aprovechamiento de las Aguas Subterráneas y de los Manantiales en las haciendas Isama y El Salitre, Municipio de Gachancipá, Cundinamarca. Versión año 1953. Informe 907. Producto|Fecha: 01/03/1953|Hidrogeología
Importancia que presenta el acueducto de agua subterránea construido en el Municipio de Chía, Cundinamarca. Versión año 1953. Informe 939. Producto|Fecha: 01/09/1953|Hidrogeología
Posible Abastecimiento con Agua Subterránea de la Urbanización Situada al Sur de la Quebrada de La Vieja y al Oriente de la Carrera 1ª, Bogotá. Versión año1951. Informe 781. Producto|Fecha: 01/10/1951|Hidrogeología
Abastecimiento Con Agua Subterránea de la Urbanización León XIII Municipio de Soacha Cundinamarca. Escala 1:25.000. Versión Año 1952. Informe 863. Producto|Fecha: 01/08/1952|Hidrogeología
Abastecimiento de las poblaciones de Beltrán, Guataquí y Nariño, Cundinamarca con agua subterránea. Versión año 1954. Informe 1065. Producto|Fecha: 01/11/1954|Hidrogeología
Condiciones hidrogeológicas para la construcción de captaciones de agua subterránea en las poblaciones de San Juan de Cesar, Distracción, Fonseca, Barrancas y Camarones. Departamento de La Guajira. Versión año 1956. Informe 1165. Producto|Fecha: 01/04/1956|Hidrogeología
El Ensayo de Bombeo en las Captaciones de Agua Subterránea|Fecha: 31/12/1956|Hidrogeología
Localización de Pozos de Agua en Arboletes, Departamento de Antioquia. -|Fecha: 01/05/1961|Hidrogeología
Estudio hidrogeológico para localizar un sitio de perforación de pozos en los terrenos de la fábrica de material de guerra en Belencito, Boyacá. Año 1956. Informe 1162|Fecha: 01/04/1956|Hidrogeología
Estudios de aguas subterráneas en algunas regiones del Departamento del Huila. Versión año 1954. Informe 996. Producto|Fecha: 01/02/1954|Hidrogeología
Estudio Hidrogeológico Preliminar para el Abastecimiento de Aguas Subterráneas en el Municipio de Cartagena. Versión año 1958. Informe 1277. Producto|Fecha: 01/04/1958|Hidrogeología
Geología e hidrogeología en la región de Vélez, Santander. Año 1959. Informe 1317|Fecha: 01/03/1959|Hidrogeología
Aprovechamiento de aguas subterráneas en los cuarteles de Montería y en las poblaciones de Garzones, Cerete, San Pelayo y Lorica, Departamento de Córdoba. Año 1954. Informe 1018|Fecha: 01/05/1954|Hidrogeología
Abastecimiento con Agua Potable de las Granjas Familiares Ospina Pérez en el Municipio de Cota. Departamento de Cundinamarca. Versión año 1954. Informe 684. Producto|Fecha: 01/09/1949|Hidrogeología
Las posibilidades de hallar agua subterránea en la Hacienda Arizona, Municipio de Girardot, Cundinamarca. Versión año 1950. Informe 698. Producto|Fecha: 01/12/1950|Hidrogeología
Reconocimiento geohidrológico preliminar para las poblaciones de Turbaco y Turbaná, Departamento de Bolívar. Año 1956. Informe 1153|Fecha: 01/02/1956|Hidrogeología
Posibilidades de la explotación de aguas subterráneas por el sistema de pozo con filtros en la finca del señor Vengoechea en la región de Cajicá. Departamento de Cundinamarca. Versión año 1948. Informe 637. Producto|Fecha: 01/12/1948|Hidrogeología
Estudio del Proyecto de Regularización de los Laguitos Vick Pan y Yack Pan de la isla de San Andrés, Intendencia de San Andrés y Providencia. Versión año 1960. Producto|Fecha: 01/07/1960|Hidrogeología
Abastecimiento con aguas subterráneas para el Municipio de Pelaya en el Departamento del Magdalena. Producto. Versión año 1966. Informe 1515|Fecha: 31/12/1966|Hidrogeología
Agua potable para el campamento del Instituto de Aprovechamiento de Agua de Chiquinquirá y agua potable para las bodegas de la Caja de Crédito Agrario Industrial y Minero de Tunja. Departamento de Boyacá. Versión año 1953. Informe 925. Producto|Fecha: 01/06/1953|Hidrogeología
Hidrogeología de Tubará, Municipio de Tubará, Departamento del Atlántico. Año 1961. Informe 1393|Fecha: 01/07/1961|Hidrogeología
La posibilidad de la construcción de un acueducto alimentado con agua subterránea para la urbanización Santa María, Municipio de Engativá, Cundinamarca. Escala 1:25.000. Versión año 1952. Informe 859. Producto|Fecha: 01/07/1952|Hidrogeología
Perforación de un pozo en la finca del doctor José Elías del Hierro, Funza, Cundinamarca. Versión Año 1953. Informe 906. Producto|Fecha: 01/03/1953|Hidrogeología
Un acueducto de Aguas Subterráneas para las Granjas Familiares Ospina Pérez en el Municipio de Cota. Departamento de Cundinamarca. Informe 959. Producto|Fecha: 01/10/1953|Hidrogeología
Acueducto de agua subterránea para el abastecimiento de la Escuela de Policía General Santander, de los barrios situados al oeste y suroeste de ésta y de la proyectada Escuela de Preparación de agentes Rojas Pinilla en la vecindad de Bogotá. Escala 1:25.000. Versión año 1954. Informe 1032. Producto|Fecha: 01/06/1954|Hidrogeología
Condiciones hidrogeológicas en la vereda del Santuario. Municipio de Guasca, Departamento de Cundinamarca. Versión año 1960. Informe 1353. Producto.|Fecha: 01/01/1960|Hidrogeología
Evaluación de Acuiferos del Valle del río Cauca -|Fecha: 01/04/1967|Hidrogeología
Condiciones geohidrológicas para la construcción de un acueducto de aguas subterráneas en los cuarteles de Usaquén, Cundinamarca. Versión año 1953. Informe 942. Producto|Fecha: 01/09/1953|Hidrogeología
Diagnóstico del Riesgo y grado de contaminación de las aguas subterráneas en la isla de San Andrés. - Informe 1997.-|Fecha: 01/12/1997|Hidrogeología
Abastecimiento de Agua Subterránea para el Municipio de Cota. Departamento de Cundinamarca. Versión año 1953. Informe 978. Producto|Fecha: 01/12/1953|Hidrogeología
Curvas de referencia para hidraúlica de pozos. -|Fecha: 30/06/1981|Hidrogeología
Mapa Hidrogeológico General de Colombia. Contrato B-23 Año 1983|Fecha: 01/02/1983|Hidrogeología
Registro de Resistividad y Potencial Espontaneo - Registro Gamma y Diámetro. Pozo 17-III-B Guaimaral Palvato -|Fecha: 01/12/1984|Hidrogeología
Informe técnico: Recopilación de información geológica para el Atlas de aguas subterráneas, Plancha 5-14. -|Fecha: 01/12/2001|Hidrogeología
Zonificación Geotécnica de Santafé de Bogotá. Convenio 200-86. Año 1988|Fecha: 01/01/1988|Hidrogeología
Estudio hidrogeológico de las zonas de Soacha y Ciudad Bolívar. Año 1988. Informe 2085|Fecha: 01/11/1988|Hidrogeología
Localización de una perforación para el Centro Agropecuario del SENA - Buga, Valle del Cauca. Año 1972. Informe 1613|Fecha: 01/02/1972|Hidrogeología
Perforación de Pozos Profundos en los Valles de Ubaté y Chiquinquirá. Año 1981. Informe 1842|Fecha: 01/10/1981|Hidrogeología
Pruebas de Bombeo en los Pozos Profundos de los Valles de Ubaté y Chiquinquirá. Año 1981. Informe 1854|Fecha: 01/03/1981|Hidrogeología
Explotación de Agua Subterránea con Pozos Profundos en los Valles de Ubaté y Chiquinquirá. Año 1981. Informe 1855|Fecha: 01/03/1981|Hidrogeología
Estudio Hidrogeológico y de Estabilidad de laderas, Fase para el área de San Pedro: Proyecto Guavio, Fase 1. Versión año 1986. Informe 2051. Producto|Fecha: 01/12/1986|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 54 II A-58 San Sebastián, Magdalena|Fecha: 01/12/1989|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 54 I A-45 San Zenón, Magdalena. Año 1990. Informe 2112|Fecha: 01/05/1990|Hidrogeología
Geología del valle alto del río Cauca : Zonas I y II -C.V.C.- Hidrogeología. Versión año 1970.Informe 1566.|Fecha: 01/12/1970|Hidrogeología
Estudio Hidrogeológico de la Zona Central de Cuenca Carbonífera de El Cerrejón: Área Inicial de Minería. Año 1980. Informe 1817|Fecha: 01/09/1980|Hidrogeología
Creación de la base de datos para el mapa de compilación, selección y procesamiento de información hidrogeológica en pozos e informes -|Fecha: 01/12/1996|Hidrogeología
Informe Geofísico Área de Dibulla-|Fecha: 01/02/1980|Hidrogeología
Acuíferos del Departamento de Boyacá.|Fecha: 01/12/2003|Hidrogeología
Exploración y evaluación de fuentes de agua subterránea - Evaluación de agua subterránea en la región de Urabá, departamento de Antioquia. Versión año 1998.Informe 2299.|Fecha: 01/09/1998|Hidrogeología
Posibilidades de Abastecer con Agua Subterránea la Base Aérea Luis F. Gómez Niño|Fecha: 01/10/1970|Hidrogeología
Aspectos Hidrogeológicos del pozo 207 ID 1 Mariquita, Hospital San José. Departamento del Tolima. Escala 1:50.000. Versión año 1986. Producto|Fecha: 01/03/1986|Hidrogeología
Geología e Inventario de Puntos de Agua en los Municipios de San Juan del Cesar, Villanueva y Urumita. Departamento de la Guajira. Versión año 1989. Informe 2095. Producto|Fecha: 01/02/1989|Hidrogeología
Estudio hidrogeológico del valle alto del río Cesar : Fase II. Prospección geofísica-|Fecha: 01/12/1989|Hidrogeología
Balance hídrico regional en el valle del río Baché y pruebas de los pozos Babillas 1 y 2 - Evaluación hidrológica regional y balance hídrico.|Fecha: 01/10/1994|Hidrogeología
Evaluación Hidrogeológica de la región Boquerón-Cunday, Para la Explotación de Aguas Subterráneas con Fines de Reinyección en el Campo Petrolífero Guando, Nororiente del Departamento del Tolima. Año 2001|Fecha: 01/03/2001|Hidrogeología
Proyecto de Investigación Geológica e Hidrogeológica en La Mesa de Los Santos, Sector Noreste de Curití y Borde Occidental del Macizo de Santander, Departamento de Santander. Versión año 2007. Producto|Fecha: 01/12/2007|Hidrogeología
Modelo Hidrogeológico de la Alta Guajira. Proyecto SUB09-21, Aguas Subterráneas. Versión año 2011. Producto|Fecha: 01/12/2011|Hidrogeología
Aplicación de Técnicas Isotópicas en los Estudios de Aguas Subterraneas - Col-8019. - Frente Sabana de Bogotá. - Informe de Caracterización Geoquímica e Isotópica de los Acuíferos de la Cuenca Alta del Río Bogotá.-|Fecha: 01/10/2001|Hidrogeología
Perforación, construcción y análisis hidráulico del pozo 8 III C-30 El Manantial, Riohacha, Guajira. -|Fecha: 01/11/1990|Hidrogeología
Corte 1 - 1`. Cortes Geoeléctricos Departamento del Atlántico - Anexo 4 - Prospección Hidrogeológica en los Departamentos de Atlántico y Bolívar|Fecha: 01/06/1985|Hidrogeología
Mapa Hidrogeológico en el Área de Puerto López Departamento del Meta. Escala 1:100.000. Versión año 2010. Producto|Fecha: 01/12/2010|Hidrogeología
Manejo de Aguas en la Minería Mina Piloto - La Jagua. Departamento del Cesar. Producto. Versión año 1996. Informe 2230|Fecha: 01/04/1996|Hidrogeología
Geología e inventario de puntos de agua en la población de El Banco y sus alrededores, Magdalena. Año 1989. Informe 2099|Fecha: 01/09/1989|Hidrogeología
Memoria del Mapa Hidrogeológico de Colombia. Año 1987, Informe 1977|Fecha: 01/04/1987|Hidrogeología
Posibilidades para el abastecimiento de agua dulce de Puerto López, Guajira. Versión año 1972. Informe 1628|Fecha: 01/09/1972|Hidrogeología
Diseño de una Red de Muestreo de Agua Lluvia Para Establecer La Línea Meteórica Local en Boyacá Zona Centro. Versión Año 2013. Producto|Fecha: 01/06/2013|Hidrogeología
Zonificación de la susceptibilidad y la amenaza relativa por movimientos en masa escala 1:100.000. Plancha 222 Sipí. Producto|Fecha: 01/02/2015|Hidrogeología
